group,subgroup,codepoints,status,emoji,name
People & Body,family,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC,fully-qualified,👨🏾‍❤️‍👨🏼,"E13.1 couple with heart: man, man, medium-dark skin tone, medium-light skin tone"
People & Body,family,1F468 1F3FE 200D 2764 200D 1F468 1F3FC,minimally-qualified,👨🏾‍❤‍👨🏼,"E13.1 couple with heart: man, man, medium-dark skin tone, medium-light skin tone"
People & Body,family,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD,fully-qualified,👨🏾‍❤️‍👨🏽,"E13.1 couple with heart: man, man, medium-dark skin tone, medium skin tone"
People & Body,family,1F468 1F3FE 200D 2764 200D 1F468 1F3FD,minimally-qualified,👨🏾‍❤‍👨🏽,"E13.1 couple with heart: man, man, medium-dark skin tone, medium skin tone"
People & Body,family,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE,fully-qualified,👨🏾‍❤️‍👨🏾,"E13.1 couple with heart: man, man, medium-dark skin tone"
People & Body,family,1F468 1F3FE 200D 2764 200D 1F468 1F3FE,minimally-qualified,👨🏾‍❤‍👨🏾,"E13.1 couple with heart: man, man, medium-dark skin tone"
People & Body,family,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF,fully-qualified,👨🏾‍❤️‍👨🏿,"E13.1 couple with heart: man, man, medium-dark skin tone, dark skin tone"
People & Body,family,1F468 1F3FE 200D 2764 200D 1F468 1F3FF,minimally-qualified,👨🏾‍❤‍👨🏿,"E13.1 couple with heart: man, man, medium-dark skin tone, dark skin tone"
People & Body,family,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB,fully-qualified,👨🏿‍❤️‍👨🏻,"E13.1 couple with heart: man, man, dark skin tone, light skin tone"
People & Body,family,1F468 1F3FF 200D 2764 200D 1F468 1F3FB,minimally-qualified,👨🏿‍❤‍👨🏻,"E13.1 couple with heart: man, man, dark skin tone, light skin tone"
People & Body,family,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC,fully-qualified,👨🏿‍❤️‍👨🏼,"E13.1 couple with heart: man, man, dark skin tone, medium-light skin tone"
People & Body,family,1F468 1F3FF 200D 2764 200D 1F468 1F3FC,minimally-qualified,👨🏿‍❤‍👨🏼,"E13.1 couple with heart: man, man, dark skin tone, medium-light skin tone"
People & Body,family,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD,fully-qualified,👨🏿‍❤️‍👨🏽,"E13.1 couple with heart: man, man, dark skin tone, medium skin tone"
People & Body,family,1F468 1F3FF 200D 2764 200D 1F468 1F3FD,minimally-qualified,👨🏿‍❤‍👨🏽,"E13.1 couple with heart: man, man, dark skin tone, medium skin tone"
People & Body,family,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE,fully-qualified,👨🏿‍❤️‍👨🏾,"E13.1 couple with heart: man, man, dark skin tone, medium-dark skin tone"
People & Body,family,1F468 1F3FF 200D 2764 200D 1F468 1F3FE,minimally-qualified,👨🏿‍❤‍👨🏾,"E13.1 couple with heart: man, man, dark skin tone, medium-dark skin tone"
People & Body,family,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF,fully-qualified,👨🏿‍❤️‍👨🏿,"E13.1 couple with heart: man, man, dark skin tone"
People & Body,family,1F468 1F3FF 200D 2764 200D 1F468 1F3FF,minimally-qualified,👨🏿‍❤‍👨🏿,"E13.1 couple with heart: man, man, dark skin tone"
People & Body,family,1F469 200D 2764 FE0F 200D 1F469,fully-qualified,👩‍❤️‍👩,"E2.0 couple with heart: woman, woman"
People & Body,family,1F469 200D 2764 200D 1F469,minimally-qualified,👩‍❤‍👩,"E2.0 couple with heart: woman, woman"
People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB,fully-qualified,👩🏻‍❤️‍👩🏻,"E13.1 couple with heart: woman, woman, light skin tone"
People & Body,family,1F469 1F3FB 200D 2764 200D 1F469 1F3FB,minimally-qualified,👩🏻‍❤‍👩🏻,"E13.1 couple with heart: woman, woman, light skin tone"
People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC,fully-qualified,👩🏻‍❤️‍👩🏼,"E13.1 couple with heart: woman, woman, light skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FB 200D 2764 200D 1F469 1F3FC,minimally-qualified,👩🏻‍❤‍👩🏼,"E13.1 couple with heart: woman, woman, light skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD,fully-qualified,👩🏻‍❤️‍👩🏽,"E13.1 couple with heart: woman, woman, light skin tone, medium skin tone"
People & Body,family,1F469 1F3FB 200D 2764 200D 1F469 1F3FD,minimally-qualified,👩🏻‍❤‍👩🏽,"E13.1 couple with heart: woman, woman, light skin tone, medium skin tone"
People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE,fully-qualified,👩🏻‍❤️‍👩🏾,"E13.1 couple with heart: woman, woman, light skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FB 200D 2764 200D 1F469 1F3FE,minimally-qualified,👩🏻‍❤‍👩🏾,"E13.1 couple with heart: woman, woman, light skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF,fully-qualified,👩🏻‍❤️‍👩🏿,"E13.1 couple with heart: woman, woman, light skin tone, dark skin tone"
People & Body,family,1F469 1F3FB 200D 2764 200D 1F469 1F3FF,minimally-qualified,👩🏻‍❤‍👩🏿,"E13.1 couple with heart: woman, woman, light skin tone, dark skin tone"
People & Body,family,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB,fully-qualified,👩🏼‍❤️‍👩🏻,"E13.1 couple with heart: woman, woman, medium-light skin tone, light skin tone"
People & Body,family,1F469 1F3FC 200D 2764 200D 1F469 1F3FB,minimally-qualified,👩🏼‍❤‍👩🏻,"E13.1 couple with heart: woman, woman, medium-light skin tone, light skin tone"
People & Body,family,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC,fully-qualified,👩🏼‍❤️‍👩🏼,"E13.1 couple with heart: woman, woman, medium-light skin tone"
People & Body,family,1F469 1F3FC 200D 2764 200D 1F469 1F3FC,minimally-qualified,👩🏼‍❤‍👩🏼,"E13.1 couple with heart: woman, woman, medium-light skin tone"
People & Body,family,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD,fully-qualified,👩🏼‍❤️‍👩🏽,"E13.1 couple with heart: woman, woman, medium-light skin tone, medium skin tone"
People & Body,family,1F469 1F3FC 200D 2764 200D 1F469 1F3FD,minimally-qualified,👩🏼‍❤‍👩🏽,"E13.1 couple with heart: woman, woman, medium-light skin tone, medium skin tone"
People & Body,family,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE,fully-qualified,👩🏼‍❤️‍👩🏾,"E13.1 couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FC 200D 2764 200D 1F469 1F3FE,minimally-qualified,👩🏼‍❤‍👩🏾,"E13.1 couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF,fully-qualified,👩🏼‍❤️‍👩🏿,"E13.1 couple with heart: woman, woman, medium-light skin tone, dark skin tone"
People & Body,family,1F469 1F3FC 200D 2764 200D 1F469 1F3FF,minimally-qualified,👩🏼‍❤‍👩🏿,"E13.1 couple with heart: woman, woman, medium-light skin tone, dark skin tone"
People & Body,family,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB,fully-qualified,👩🏽‍❤️‍👩🏻,"E13.1 couple with heart: woman, woman, medium skin tone, light skin tone"
People & Body,family,1F469 1F3FD 200D 2764 200D 1F469 1F3FB,minimally-qualified,👩🏽‍❤‍👩🏻,"E13.1 couple with heart: woman, woman, medium skin tone, light skin tone"
People & Body,family,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC,fully-qualified,👩🏽‍❤️‍👩🏼,"E13.1 couple with heart: woman, woman, medium skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FD 200D 2764 200D 1F469 1F3FC,minimally-qualified,👩🏽‍❤‍👩🏼,"E13.1 couple with heart: woman, woman, medium skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD,fully-qualified,👩🏽‍❤️‍👩🏽,"E13.1 couple with heart: woman, woman, medium skin tone"
People & Body,family,1F469 1F3FD 200D 2764 200D 1F469 1F3FD,minimally-qualified,👩🏽‍❤‍👩🏽,"E13.1 couple with heart: woman, woman, medium skin tone"
People & Body,family,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE,fully-qualified,👩🏽‍❤️‍👩🏾,"E13.1 couple with heart: woman, woman, medium skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FD 200D 2764 200D 1F469 1F3FE,minimally-qualified,👩🏽‍❤‍👩🏾,"E13.1 couple with heart: woman, woman, medium skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF,fully-qualified,👩🏽‍❤️‍👩🏿,"E13.1 couple with heart: woman, woman, medium skin tone, dark skin tone"
People & Body,family,1F469 1F3FD 200D 2764 200D 1F469 1F3FF,minimally-qualified,👩🏽‍❤‍👩🏿,"E13.1 couple with heart: woman, woman, medium skin tone, dark skin tone"
People & Body,family,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FB,fully-qualified,👩🏾‍❤️‍👩🏻,"E13.1 couple with heart: woman, woman, medium-dark skin tone, light skin tone"
People & Body,family,1F469 1F3FE 200D 2764 200D 1F469 1F3FB,minimally-qualified,👩🏾‍❤‍👩🏻,"E13.1 couple with heart: woman, woman, medium-dark skin tone, light skin tone"
People & Body,family,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FC,fully-qualified,👩🏾‍❤️‍👩🏼,"E13.1 couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FE 200D 2764 200D 1F469 1F3FC,minimally-qualified,👩🏾‍❤‍👩🏼,"E13.1 couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FD,fully-qualified,👩🏾‍❤️‍👩🏽,"E13.1 couple with heart: woman, woman, medium-dark skin tone, medium skin tone"
People & Body,family,1F469 1F3FE 200D 2764 200D 1F469 1F3FD,minimally-qualified,👩🏾‍❤‍👩🏽,"E13.1 couple with heart: woman, woman, medium-dark skin tone, medium skin tone"
People & Body,family,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FE,fully-qualified,👩🏾‍❤️‍👩🏾,"E13.1 couple with heart: woman, woman, medium-dark skin tone"
People & Body,family,1F469 1F3FE 200D 2764 200D 1F469 1F3FE,minimally-qualified,👩🏾‍❤‍👩🏾,"E13.1 couple with heart: woman, woman, medium-dark skin tone"
People & Body,family,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FF,fully-qualified,👩🏾‍❤️‍👩🏿,"E13.1 couple with heart: woman, woman, medium-dark skin tone, dark skin tone"
People & Body,family,1F469 1F3FE 200D 2764 200D 1F469 1F3FF,minimally-qualified,👩🏾‍❤‍👩🏿,"E13.1 couple with heart: woman, woman, medium-dark skin tone, dark skin tone"
People & Body,family,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FB,fully-qualified,👩🏿‍❤️‍👩🏻,"E13.1 couple with heart: woman, woman, dark skin tone, light skin tone"
People & Body,family,1F469 1F3FF 200D 2764 200D 1F469 1F3FB,minimally-qualified,👩🏿‍❤‍👩🏻,"E13.1 couple with heart: woman, woman, dark skin tone, light skin tone"
People & Body,family,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FC,fully-qualified,👩🏿‍❤️‍👩🏼,"E13.1 couple with heart: woman, woman, dark skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FF 200D 2764 200D 1F469 1F3FC,minimally-qualified,👩🏿‍❤‍👩🏼,"E13.1 couple with heart: woman, woman, dark skin tone, medium-light skin tone"
People & Body,family,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FD,fully-qualified,👩🏿‍❤️‍👩🏽,"E13.1 couple with heart: woman, woman, dark skin tone, medium skin tone"
People & Body,family,1F469 1F3FF 200D 2764 200D 1F469 1F3FD,minimally-qualified,👩🏿‍❤‍👩🏽,"E13.1 couple with heart: woman, woman, dark skin tone, medium skin tone"
People & Body,family,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FE,fully-qualified,👩🏿‍❤️‍👩🏾,"E13.1 couple with heart: woman, woman, dark skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FF 200D 2764 200D 1F469 1F3FE,minimally-qualified,👩🏿‍❤‍👩🏾,"E13.1 couple with heart: woman, woman, dark skin tone, medium-dark skin tone"
People & Body,family,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FF,fully-qualified,👩🏿‍❤️‍👩🏿,"E13.1 couple with heart: woman, woman, dark skin tone"
People & Body,family,1F469 1F3FF 200D 2764 200D 1F469 1F3FF,minimally-qualified,👩🏿‍❤‍👩🏿,"E13.1 couple with heart: woman, woman, dark skin tone"
People & Body,family,1F468 200D 1F469 200D 1F466,fully-qualified,👨‍👩‍👦,"E2.0 family: man, woman, boy"
People & Body,family,1F468 200D 1F469 200D 1F467,fully-qualified,👨‍👩‍👧,"E2.0 family: man, woman, girl"
People & Body,family,1F468 200D 1F469 200D 1F467 200D 1F466,fully-qualified,👨‍👩‍👧‍👦,"E2.0 family: man, woman, girl, boy"
People & Body,family,1F468 200D 1F469 200D 1F466 200D 1F466,fully-qualified,👨‍👩‍👦‍👦,"E2.0 family: man, woman, boy, boy"
People & Body,family,1F468 200D 1F469 200D 1F467 200D 1F467,fully-qualified,👨‍👩‍👧‍👧,"E2.0 family: man, woman, girl, girl"
People & Body,family,1F468 200D 1F468 200D 1F466,fully-qualified,👨‍👨‍👦,"E2.0 family: man, man, boy"
People & Body,family,1F468 200D 1F468 200D 1F467,fully-qualified,👨‍👨‍👧,"E2.0 family: man, man, girl"
People & Body,family,1F468 200D 1F468 200D 1F467 200D 1F466,fully-qualified,👨‍👨‍👧‍👦,"E2.0 family: man, man, girl, boy"
People & Body,family,1F468 200D 1F468 200D 1F466 200D 1F466,fully-qualified,👨‍👨‍👦‍👦,"E2.0 family: man, man, boy, boy"
People & Body,family,1F468 200D 1F468 200D 1F467 200D 1F467,fully-qualified,👨‍👨‍👧‍👧,"E2.0 family: man, man, girl, girl"
People & Body,family,1F469 200D 1F469 200D 1F466,fully-qualified,👩‍👩‍👦,"E2.0 family: woman, woman, boy"
People & Body,family,1F469 200D 1F469 200D 1F467,fully-qualified,👩‍👩‍👧,"E2.0 family: woman, woman, girl"
People & Body,family,1F469 200D 1F469 200D 1F467 200D 1F466,fully-qualified,👩‍👩‍👧‍👦,"E2.0 family: woman, woman, girl, boy"
People & Body,family,1F469 200D 1F469 200D 1F466 200D 1F466,fully-qualified,👩‍👩‍👦‍👦,"E2.0 family: woman, woman, boy, boy"
People & Body,family,1F469 200D 1F469 200D 1F467 200D 1F467,fully-qualified,👩‍👩‍👧‍👧,"E2.0 family: woman, woman, girl, girl"
People & Body,family,1F468 200D 1F466,fully-qualified,👨‍👦,"E4.0 family: man, boy"
People & Body,family,1F468 200D 1F466 200D 1F466,fully-qualified,👨‍👦‍👦,"E4.0 family: man, boy, boy"
People & Body,family,1F468 200D 1F467,fully-qualified,👨‍👧,"E4.0 family: man, girl"
People & Body,family,1F468 200D 1F467 200D 1F466,fully-qualified,👨‍👧‍👦,"E4.0 family: man, girl, boy"
People & Body,family,1F468 200D 1F467 200D 1F467,fully-qualified,👨‍👧‍👧,"E4.0 family: man, girl, girl"
People & Body,family,1F469 200D 1F466,fully-qualified,👩‍👦,"E4.0 family: woman, boy"
People & Body,family,1F469 200D 1F466 200D 1F466,fully-qualified,👩‍👦‍👦,"E4.0 family: woman, boy, boy"
People & Body,family,1F469 200D 1F467,fully-qualified,👩‍👧,"E4.0 family: woman, girl"
People & Body,family,1F469 200D 1F467 200D 1F466,fully-qualified,👩‍👧‍👦,"E4.0 family: woman, girl, boy"
People & Body,family,1F469 200D 1F467 200D 1F467,fully-qualified,👩‍👧‍👧,"E4.0 family: woman, girl, girl"
People & Body,person-symbol,1F5E3 FE0F,fully-qualified,🗣️,E0.7 speaking head
People & Body,person-symbol,1F5E3,unqualified,🗣,E0.7 speaking head
People & Body,person-symbol,1F464,fully-qualified,👤,E0.6 bust in silhouette
People & Body,person-symbol,1F465,fully-qualified,👥,E1.0 busts in silhouette
People & Body,person-symbol,1FAC2,fully-qualified,🫂,E13.0 people hugging
People & Body,person-symbol,1F46A,fully-qualified,👪,E0.6 family
People & Body,person-symbol,1F9D1 200D 1F9D1 200D 1F9D2,fully-qualified,🧑‍🧑‍🧒,"E15.1 family: adult, adult, child"
People & Body,person-symbol,1F9D1 200D 1F9D1 200D 1F9D2 200D 1F9D2,fully-qualified,🧑‍🧑‍🧒‍🧒,"E15.1 family: adult, adult, child, child"
People & Body,person-symbol,1F9D1 200D 1F9D2,fully-qualified,🧑‍🧒,"E15.1 family: adult, child"
People & Body,person-symbol,1F9D1 200D 1F9D2 200D 1F9D2,fully-qualified,🧑‍🧒‍🧒,"E15.1 family: adult, child, child"
People & Body,person-symbol,1F463,fully-qualified,👣,E0.6 footprints
Component,skin-tone,1F3FB,component,🏻,E1.0 light skin tone
Component,skin-tone,1F3FC,component,🏼,E1.0 medium-light skin tone
Component,skin-tone,1F3FD,component,🏽,E1.0 medium skin tone
Component,skin-tone,1F3FE,component,🏾,E1.0 medium-dark skin tone
Component,skin-tone,1F3FF,component,🏿,E1.0 dark skin tone
Component,hair-style,1F9B0,component,🦰,E11.0 red hair
Component,hair-style,1F9B1,component,🦱,E11.0 curly hair
Component,hair-style,1F9B3,component,🦳,E11.0 white hair
Component,hair-style,1F9B2,component,🦲,E11.0 bald
Animals & Nature,animal-mammal,1F435,fully-qualified,🐵,E0.6 monkey face
Animals & Nature,animal-mammal,1F412,fully-qualified,🐒,E0.6 monkey
Animals & Nature,animal-mammal,1F98D,fully-qualified,🦍,E3.0 gorilla
Animals & Nature,animal-mammal,1F9A7,fully-qualified,🦧,E12.0 orangutan
Animals & Nature,animal-mammal,1F436,fully-qualified,🐶,E0.6 dog face
Animals & Nature,animal-mammal,1F415,fully-qualified,🐕,E0.7 dog
Animals & Nature,animal-mammal,1F9AE,fully-qualified,🦮,E12.0 guide dog
Animals & Nature,animal-mammal,1F415 200D 1F9BA,fully-qualified,🐕‍🦺,E12.0 service dog
Animals & Nature,animal-mammal,1F429,fully-qualified,🐩,E0.6 poodle
Animals & Nature,animal-mammal,1F43A,fully-qualified,🐺,E0.6 wolf
Animals & Nature,animal-mammal,1F98A,fully-qualified,🦊,E3.0 fox
Animals & Nature,animal-mammal,1F99D,fully-qualified,🦝,E11.0 raccoon
Animals & Nature,animal-mammal,1F431,fully-qualified,🐱,E0.6 cat face
Animals & Nature,animal-mammal,1F408,fully-qualified,🐈,E0.7 cat
Animals & Nature,animal-mammal,1F408 200D 2B1B,fully-qualified,🐈‍⬛,E13.0 black cat
Animals & Nature,animal-mammal,1F981,fully-qualified,🦁,E1.0 lion
Animals & Nature,animal-mammal,1F42F,fully-qualified,🐯,E0.6 tiger face
Animals & Nature,animal-mammal,1F405,fully-qualified,🐅,E1.0 tiger
Animals & Nature,animal-mammal,1F406,fully-qualified,🐆,E1.0 leopard
Animals & Nature,animal-mammal,1F434,fully-qualified,🐴,E0.6 horse face
Animals & Nature,animal-mammal,1FACE,fully-qualified,🫎,E15.0 moose
Animals & Nature,animal-mammal,1FACF,fully-qualified,🫏,E15.0 donkey
Animals & Nature,animal-mammal,1F40E,fully-qualified,🐎,E0.6 horse
Animals & Nature,animal-mammal,1F984,fully-qualified,🦄,E1.0 unicorn
Animals & Nature,animal-mammal,1F993,fully-qualified,🦓,E5.0 zebra
Animals & Nature,animal-mammal,1F98C,fully-qualified,🦌,E3.0 deer
Animals & Nature,animal-mammal,1F9AC,fully-qualified,🦬,E13.0 bison
Animals & Nature,animal-mammal,1F42E,fully-qualified,🐮,E0.6 cow face
Animals & Nature,animal-mammal,1F402,fully-qualified,🐂,E1.0 ox
Animals & Nature,animal-mammal,1F403,fully-qualified,🐃,E1.0 water buffalo
Animals & Nature,animal-mammal,1F404,fully-qualified,🐄,E1.0 cow
Animals & Nature,animal-mammal,1F437,fully-qualified,🐷,E0.6 pig face
Animals & Nature,animal-mammal,1F416,fully-qualified,🐖,E1.0 pig
Animals & Nature,animal-mammal,1F417,fully-qualified,🐗,E0.6 boar
Animals & Nature,animal-mammal,1F43D,fully-qualified,🐽,E0.6 pig nose
Animals & Nature,animal-mammal,1F40F,fully-qualified,🐏,E1.0 ram
Animals & Nature,animal-mammal,1F411,fully-qualified,🐑,E0.6 ewe
Animals & Nature,animal-mammal,1F410,fully-qualified,🐐,E1.0 goat
Animals & Nature,animal-mammal,1F42A,fully-qualified,🐪,E1.0 camel
Animals & Nature,animal-mammal,1F42B,fully-qualified,🐫,E0.6 two-hump camel
Animals & Nature,animal-mammal,1F999,fully-qualified,🦙,E11.0 llama
Animals & Nature,animal-mammal,1F992,fully-qualified,🦒,E5.0 giraffe
Animals & Nature,animal-mammal,1F418,fully-qualified,🐘,E0.6 elephant
Animals & Nature,animal-mammal,1F9A3,fully-qualified,🦣,E13.0 mammoth
Animals & Nature,animal-mammal,1F98F,fully-qualified,🦏,E3.0 rhinoceros
Animals & Nature,animal-mammal,1F99B,fully-qualified,🦛,E11.0 hippopotamus
Animals & Nature,animal-mammal,1F42D,fully-qualified,🐭,E0.6 mouse face
Animals & Nature,animal-mammal,1F401,fully-qualified,🐁,E1.0 mouse
Animals & Nature,animal-mammal,1F400,fully-qualified,🐀,E1.0 rat
Animals & Nature,animal-mammal,1F439,fully-qualified,🐹,E0.6 hamster
Animals & Nature,animal-mammal,1F430,fully-qualified,🐰,E0.6 rabbit face
Animals & Nature,animal-mammal,1F407,fully-qualified,🐇,E1.0 rabbit
Animals & Nature,animal-mammal,1F43F FE0F,fully-qualified,🐿️,E0.7 chipmunk
Animals & Nature,animal-mammal,1F43F,unqualified,🐿,E0.7 chipmunk
Animals & Nature,animal-mammal,1F9AB,fully-qualified,🦫,E13.0 beaver
Animals & Nature,animal-mammal,1F994,fully-qualified,🦔,E5.0 hedgehog
Animals & Nature,animal-mammal,1F987,fully-qualified,🦇,E3.0 bat
Animals & Nature,animal-mammal,1F43B,fully-qualified,🐻,E0.6 bear
Animals & Nature,animal-mammal,1F43B 200D 2744 FE0F,fully-qualified,🐻‍❄️,E13.0 polar bear
Animals & Nature,animal-mammal,1F43B 200D 2744,minimally-qualified,🐻‍❄,E13.0 polar bear
Animals & Nature,animal-mammal,1F428,fully-qualified,🐨,E0.6 koala
Animals & Nature,animal-mammal,1F43C,fully-qualified,🐼,E0.6 panda
Animals & Nature,animal-mammal,1F9A5,fully-qualified,🦥,E12.0 sloth
Animals & Nature,animal-mammal,1F9A6,fully-qualified,🦦,E12.0 otter
Animals & Nature,animal-mammal,1F9A8,fully-qualified,🦨,E12.0 skunk
Animals & Nature,animal-mammal,1F998,fully-qualified,🦘,E11.0 kangaroo
Animals & Nature,animal-mammal,1F9A1,fully-qualified,🦡,E11.0 badger
Animals & Nature,animal-mammal,1F43E,fully-qualified,🐾,E0.6 paw prints
Animals & Nature,animal-bird,1F983,fully-qualified,🦃,E1.0 turkey
Animals & Nature,animal-bird,1F414,fully-qualified,🐔,E0.6 chicken
Animals & Nature,animal-bird,1F413,fully-qualified,🐓,E1.0 rooster
Animals & Nature,animal-bird,1F423,fully-qualified,🐣,E0.6 hatching chick
Animals & Nature,animal-bird,1F424,fully-qualified,🐤,E0.6 baby chick
Animals & Nature,animal-bird,1F425,fully-qualified,🐥,E0.6 front-facing baby chick
Animals & Nature,animal-bird,1F426,fully-qualified,🐦,E0.6 bird
Animals & Nature,animal-bird,1F427,fully-qualified,🐧,E0.6 penguin
Animals & Nature,animal-bird,1F54A FE0F,fully-qualified,🕊️,E0.7 dove
Animals & Nature,animal-bird,1F54A,unqualified,🕊,E0.7 dove
Animals & Nature,animal-bird,1F985,fully-qualified,🦅,E3.0 eagle
Animals & Nature,animal-bird,1F986,fully-qualified,🦆,E3.0 duck
Animals & Nature,animal-bird,1F9A2,fully-qualified,🦢,E11.0 swan
Animals & Nature,animal-bird,1F989,fully-qualified,🦉,E3.0 owl
Animals & Nature,animal-bird,1F9A4,fully-qualified,🦤,E13.0 dodo
Animals & Nature,animal-bird,1FAB6,fully-qualified,🪶,E13.0 feather
Animals & Nature,animal-bird,1F9A9,fully-qualified,🦩,E12.0 flamingo
Animals & Nature,animal-bird,1F99A,fully-qualified,🦚,E11.0 peacock
Animals & Nature,animal-bird,1F99C,fully-qualified,🦜,E11.0 parrot
Animals & Nature,animal-bird,1FABD,fully-qualified,🪽,E15.0 wing
Animals & Nature,animal-bird,1F426 200D 2B1B,fully-qualified,🐦‍⬛,E15.0 black bird
Animals & Nature,animal-bird,1FABF,fully-qualified,🪿,E15.0 goose
Animals & Nature,animal-bird,1F426 200D 1F525,fully-qualified,🐦‍🔥,E15.1 phoenix
Animals & Nature,animal-amphibian,1F438,fully-qualified,🐸,E0.6 frog
Animals & Nature,animal-reptile,1F40A,fully-qualified,🐊,E1.0 crocodile
Animals & Nature,animal-reptile,1F422,fully-qualified,🐢,E0.6 turtle
Animals & Nature,animal-reptile,1F98E,fully-qualified,🦎,E3.0 lizard
Animals & Nature,animal-reptile,1F40D,fully-qualified,🐍,E0.6 snake
Animals & Nature,animal-reptile,1F432,fully-qualified,🐲,E0.6 dragon face
Animals & Nature,animal-reptile,1F409,fully-qualified,🐉,E1.0 dragon
Animals & Nature,animal-reptile,1F995,fully-qualified,🦕,E5.0 sauropod
Animals & Nature,animal-reptile,1F996,fully-qualified,🦖,E5.0 T-Rex
Animals & Nature,animal-marine,1F433,fully-qualified,🐳,E0.6 spouting whale
Animals & Nature,animal-marine,1F40B,fully-qualified,🐋,E1.0 whale
Animals & Nature,animal-marine,1F42C,fully-qualified,🐬,E0.6 dolphin
Animals & Nature,animal-marine,1F9AD,fully-qualified,🦭,E13.0 seal
Animals & Nature,animal-marine,1F41F,fully-qualified,🐟,E0.6 fish
Animals & Nature,animal-marine,1F420,fully-qualified,🐠,E0.6 tropical fish
Animals & Nature,animal-marine,1F421,fully-qualified,🐡,E0.6 blowfish
Animals & Nature,animal-marine,1F988,fully-qualified,🦈,E3.0 shark
Animals & Nature,animal-marine,1F419,fully-qualified,🐙,E0.6 octopus
Animals & Nature,animal-marine,1F41A,fully-qualified,🐚,E0.6 spiral shell
Animals & Nature,animal-marine,1FAB8,fully-qualified,🪸,E14.0 coral
Animals & Nature,animal-marine,1FABC,fully-qualified,🪼,E15.0 jellyfish
Animals & Nature,animal-bug,1F40C,fully-qualified,🐌,E0.6 snail
Animals & Nature,animal-bug,1F98B,fully-qualified,🦋,E3.0 butterfly
Animals & Nature,animal-bug,1F41B,fully-qualified,🐛,E0.6 bug
Animals & Nature,animal-bug,1F41C,fully-qualified,🐜,E0.6 ant
Animals & Nature,animal-bug,1F41D,fully-qualified,🐝,E0.6 honeybee
Animals & Nature,animal-bug,1FAB2,fully-qualified,🪲,E13.0 beetle
Animals & Nature,animal-bug,1F41E,fully-qualified,🐞,E0.6 lady beetle
Animals & Nature,animal-bug,1F997,fully-qualified,🦗,E5.0 cricket
Animals & Nature,animal-bug,1FAB3,fully-qualified,🪳,E13.0 cockroach
